Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
AUT Manufacture of chemicals and chemical products ,11697726060832.37,11697726060832.357,11697726060832.326,11697726060832.326,11697726060832.34,11697726060832.338,11697726060832.342,11697726060832.39,11697726060832.395,11697726060832.336,11697726060833.572,11697726060832.412,11697726060832.646,11697726060832.346,11697726060832.32,11697726060832.32,11697726060832.338,11697726060832.35,11697726060832.318,11697726060832.332,11697726060832.338,11697726060832.348,11697726060832.309,11697726060832.348,11697726060832.307,11697726060832.322,11697726060832.318,11697726060832.303,11697726060832.303,11697726060832.312,11697726060832.299,11697726060832.31,11697726060832.303,11697726060832.309,11697726060832.32,11697726060832.31,11697726060832.31,11697726060832.303,11697726060832.3,11697726060832.29,11697726060832.291,11697726060832.29,11697726060832.299,11697726060832.299,11697726060832.307,11697726060832.303,11697726060832.307,11697726060832.326,11697726060832.326,11697726060832.34
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,2102998403845.2915,2102998403845.2607,2102998403845.256,2102998403845.2505,2102998403845.2698,2102998403845.2588,2102998403845.2517,2102998403845.2585,2102998403845.2524,2102998403845.25,2102998403845.2546,2102998403846.352,2102998403845.255,2102998403845.2498,2102998403845.2488,2102998403845.2485,2102998403845.248,2102998403845.2493,2102998403845.2478,2102998403845.2483,2102998403845.2488,2102998403845.2495,2102998403845.2478,2102998403845.248,2102998403845.2478,2102998403845.2468,2102998403845.2485,2102998403845.2488,2102998403845.2515,2102998403845.248,2102998403845.2507,2102998403845.2485,2102998403845.2483,2102998403845.248,2102998403845.2566,2102998403845.2505,2102998403845.2534,2102998403845.2478,2102998403845.2488,2102998403845.247,2102998403845.2483,2102998403845.247,2102998403845.248,2102998403845.2485,2102998403845.2488,2102998403845.2468,2102998403845.254,2102998403845.278,2102998403845.2744,2102998403845.2512
AUT Manufacture of rubber and plastic products,8404324516186.28,8404324516186.282,8404324516186.294,8404324516186.278,8404324516186.296,8404324516186.299,8404324516186.295,8404324516186.336,8404324516186.407,8404324516186.278,8404324516186.333,8404324516186.32,8404324516187.367,8404324516186.287,8404324516186.273,8404324516186.281,8404324516186.31,8404324516186.298,8404324516186.295,8404324516186.331,8404324516186.305,8404324516186.336,8404324516186.274,8404324516186.288,8404324516186.273,8404324516186.292,8404324516186.306,8404324516186.279,8404324516186.279,8404324516186.289,8404324516186.271,8404324516186.281,8404324516186.277,8404324516186.294,8404324516186.287,8404324516186.288,8404324516186.278,8404324516186.283,8404324516186.275,8404324516186.263,8404324516186.267,8404324516186.264,8404324516186.274,8404324516186.27,8404324516186.272,8404324516186.279,8404324516186.278,8404324516186.281,8404324516186.283,8404324516186.282
AUT Manufacture of other non-metallic mineral products,7802296694820.3955,7802296694820.425,7802296694820.396,7802296694820.407,7802296694820.4,7802296694820.394,7802296694820.417,7802296694820.397,7802296694820.392,7802296694820.408,7802296694820.411,7802296694820.409,7802296694820.411,7802296694821.73,7802296694820.407,7802296694820.429,7802296694820.404,7802296694820.42,7802296694820.411,7802296694820.415,7802296694820.416,7802296694820.42,7802296694820.424,7802296694820.429,7802296694820.394,7802296694820.498,7802296694820.409,7802296694820.3955,7802296694820.39,7802296694820.399,7802296694820.392,7802296694820.393,7802296694820.3955,7802296694820.39,7802296694820.397,7802296694820.386,7802296694820.388,7802296694820.4,7802296694820.388,7802296694820.386,7802296694820.388,7802296694820.384,7802296694820.403,7802296694820.388,7802296694820.389,7802296694820.3955,7802296694820.39,7802296694820.396,7802296694820.4,7802296694820.3955
AUT Manufacture of basic metals,19015462153352.023,19015462153352.07,19015462153352.074,19015462153352.09,19015462153352.027,19015462153352.05,19015462153352.08,19015462153352.06,19015462153352.05,19015462153352.08,19015462153352.055,19015462153352.035,19015462153352.07,19015462153352.098,19015462153353.277,19015462153352.59,19015462153352.273,19015462153352.504,19015462153352.426,19015462153352.254,19015462153352.37,19015462153352.31,19015462153352.07,19015462153352.09,19015462153352.03,19015462153352.117,19015462153352.117,19015462153352.043,19015462153352.03,19015462153352.066,19015462153352.05,19015462153352.066,19015462153352.035,19015462153352.047,19015462153352.03,19015462153352.016,19015462153352.043,19015462153352.047,19015462153352.023,19015462153352.008,19015462153352.016,19015462153352.01,19015462153352.035,19015462153352.016,19015462153352.023,19015462153352.03,19015462153352.043,19015462153352.043,19015462153352.07,19015462153352.035
"AUT Manufacture of fabricated metal products, except machinery and equipment",13651852872066.168,13651852872066.21,13651852872066.219,13651852872066.219,13651852872066.17,13651852872066.178,13651852872066.223,13651852872066.191,13651852872066.172,13651852872066.205,13651852872066.188,13651852872066.176,13651852872066.205,13651852872066.227,13651852872066.213,13651852872067.371,13651852872066.201,13651852872066.268,13651852872066.336,13651852872066.223,13651852872066.322,13651852872066.248,13651852872066.2,13651852872066.246,13651852872066.17,13651852872066.252,13651852872066.2,13651852872066.17,13651852872066.166,13651852872066.193,13651852872066.178,13651852872066.182,13651852872066.172,13651852872066.188,13651852872066.172,13651852872066.156,13651852872066.172,13651852872066.178,13651852872066.16,13651852872066.15,13651852872066.156,13651852872066.15,13651852872066.178,13651852872066.156,13651852872066.16,13651852872066.176,13651852872066.18,13651852872066.168,13651852872066.184,13651852872066.178
"AUT Manufacture of computer, electronic and optical products",2697620615837.553,2697620615837.559,2697620615837.558,2697620615837.5576,2697620615837.553,2697620615837.5566,2697620615837.555,2697620615837.5566,2697620615837.5557,2697620615837.5566,2697620615837.556,2697620615837.555,2697620615837.5547,2697620615837.5557,2697620615837.5557,2697620615837.5566,2697620615838.583,2697620615837.571,2697620615837.5654,2697620615837.5586,2697620615837.579,2697620615837.5557,2697620615837.556,2697620615837.557,2697620615837.557,2697620615837.555,2697620615837.561,2697620615837.556,2697620615837.555,2697620615837.5586,2697620615837.558,2697620615837.5586,2697620615837.559,2697620615837.5664,2697620615837.555,2697620615837.556,2697620615837.5654,2697620615837.566,2697620615837.5605,2697620615837.5557,2697620615837.557,2697620615837.5557,2697620615837.557,2697620615837.558,2697620615837.557,2697620615837.557,2697620615837.565,2697620615837.572,2697620615837.564,2697620615837.559
AUT Manufacture of electrical equipment,2653383528630.2427,2653383528630.2485,2653383528630.2515,2653383528630.247,2653383528630.242,2653383528630.244,2653383528630.245,2653383528630.247,2653383528630.244,2653383528630.2456,2653383528630.244,2653383528630.242,2653383528630.2456,2653383528630.246,2653383528630.246,2653383528630.2466,2653383528630.266,2653383528631.3057,2653383528630.2754,2653383528630.2485,2653383528630.268,2653383528630.245,2653383528630.261,2653383528630.246,2653383528630.243,2653383528630.249,2653383528630.2524,2653383528630.243,2653383528630.2427,2653383528630.2476,2653383528630.2446,2653383528630.2456,2653383528630.2446,2653383528630.25,2653383528630.243,2653383528630.242,2653383528630.249,2653383528630.254,2653383528630.245,2653383528630.242,2653383528630.2427,2653383528630.2417,2653383528630.2437,2653383528630.2437,2653383528630.243,2653383528630.243,2653383528630.2446,2653383528630.2456,2653383528630.2505,2653383528630.2456
AUT Manufacture of machinery and equipment n.e.c.,4785519868473.065,4785519868473.11,4785519868473.103,4785519868473.083,4785519868473.063,4785519868473.066,4785519868473.079,4785519868473.069,4785519868473.067,4785519868473.079,4785519868473.067,4785519868473.063,4785519868473.065,4785519868473.071,4785519868473.078,4785519868473.078,4785519868473.078,4785519868473.091,4785519868474.107,4785519868473.079,4785519868473.1,4785519868473.071,4785519868473.07,4785519868473.067,4785519868473.064,4785519868473.065,4785519868473.096,4785519868473.062,4785519868473.0625,4785519868473.068,4785519868473.067,4785519868473.067,4785519868473.065,4785519868473.066,4785519868473.063,4785519868473.062,4785519868473.066,4785519868473.065,4785519868473.063,4785519868473.061,4785519868473.062,4785519868473.061,4785519868473.0625,4785519868473.063,4785519868473.063,4785519868473.0625,4785519868473.065,4785519868473.065,4785519868473.077,4785519868473.064
"AUT Manufacture of motor vehicles, trailers and semi-trailers",7035863526473.446,7035863526473.475,7035863526473.464,7035863526473.447,7035863526473.445,7035863526473.443,7035863526473.457,7035863526473.448,7035863526473.445,7035863526473.445,7035863526473.446,7035863526473.441,7035863526473.44,7035863526473.452,7035863526473.445,7035863526473.446,7035863526473.44,7035863526473.45,7035863526473.452,7035863526474.698,7035863526473.443,7035863526473.453,7035863526473.443,7035863526473.44,7035863526473.445,7035863526473.44,7035863526473.756,7035863526473.446,7035863526473.45,7035863526473.515,7035863526473.455,7035863526473.452,7035863526473.462,7035863526473.461,7035863526473.443,7035863526473.44,7035863526473.44,7035863526473.455,7035863526473.442,7035863526473.437,7035863526473.4375,7035863526473.438,7035863526473.438,7035863526473.438,7035863526473.442,7035863526473.44,7035863526473.445,7035863526473.442,7035863526473.447,7035863526473.447
AUT Manufacture of other transport equipment,4613187591519.67,4613187591519.67,4613187591519.6875,4613187591519.677,4613187591519.667,4613187591519.672,4613187591519.671,4613187591519.673,4613187591519.672,4613187591519.675,4613187591519.673,4613187591519.671,4613187591519.672,4613187591519.675,4613187591519.675,4613187591519.674,4613187591519.671,4613187591519.673,4613187591519.675,4613187591519.673,4613187591520.748,4613187591519.67,4613187591519.671,4613187591519.67,4613187591519.668,4613187591519.668,4613187591519.674,4613187591519.676,4613187591519.671,4613187591519.692,4613187591519.734,4613187591519.772,4613187591519.685,4613187591519.678,4613187591519.67,4613187591519.671,4613187591519.673,4613187591519.674,4613187591519.676,4613187591519.671,4613187591519.672,4613187591519.672,4613187591519.671,4613187591519.676,4613187591519.675,4613187591519.679,4613187591519.673,4613187591519.67,4613187591519.673,4613187591519.671
AUT Manufacture of furniture; other manufacturing,2125086558519.8992,2125086558519.9038,2125086558519.9045,2125086558519.9019,2125086558519.8994,2125086558519.9111,2125086558519.911,2125086558519.9033,2125086558519.902,2125086558519.9011,2125086558519.902,2125086558519.9006,2125086558519.9036,2125086558519.9011,2125086558519.902,2125086558519.907,2125086558519.9019,2125086558519.904,2125086558519.9048,2125086558519.9133,2125086558519.907,2125086558520.9402,2125086558519.9011,2125086558519.902,2125086558519.9014,2125086558519.905,2125086558519.9084,2125086558519.9011,2125086558519.9011,2125086558519.902,2125086558519.8997,2125086558519.8994,2125086558519.9004,2125086558519.9016,2125086558519.9033,2125086558519.8994,2125086558519.9067,2125086558519.9011,2125086558519.9004,2125086558519.8982,2125086558519.8992,2125086558519.8982,2125086558519.9006,2125086558519.8994,2125086558519.8994,2125086558519.9011,2125086558519.919,2125086558519.9097,2125086558519.9146,2125086558519.9033
"AUT Electricity, gas, steam and air conditioning supply",22500340178225.35,22500340178225.35,22500340178225.355,22500340178225.418,22500340178225.363,22500340178225.36,22500340178225.38,22500340178225.434,22500340178225.38,22500340178225.418,22500340178225.426,22500340178225.383,22500340178225.4,22500340178225.492,22500340178225.504,22500340178225.434,22500340178225.4,22500340178225.418,22500340178225.402,22500340178225.39,22500340178225.4,22500340178225.4,22500340178226.973,22500340178225.438,22500340178225.355,22500340178225.363,22500340178225.38,22500340178225.35,22500340178225.363,22500340178225.363,22500340178225.355,22500340178225.36,22500340178225.375,22500340178225.36,22500340178225.383,22500340178225.34,22500340178225.355,22500340178225.363,22500340178225.344,22500340178225.332,22500340178225.336,22500340178225.332,22500340178225.35,22500340178225.344,22500340178225.36,22500340178225.367,22500340178225.4,22500340178225.367,22500340178225.367,22500340178225.363
"AUT Water collection, treatment and supply",7228592163270.549,7228592163270.521,7228592163270.516,7228592163270.52,7228592163270.529,7228592163270.523,7228592163270.515,7228592163270.525,7228592163270.514,7228592163270.519,7228592163270.523,7228592163270.522,7228592163270.517,7228592163270.519,7228592163270.517,7228592163270.514,7228592163270.513,7228592163270.516,7228592163270.515,7228592163270.519,7228592163270.511,7228592163270.511,7228592163270.522,7228592163271.627,7228592163270.527,7228592163270.515,7228592163270.524,7228592163270.515,7228592163270.515,7228592163270.523,7228592163270.519,7228592163270.515,7228592163270.528,7228592163270.514,7228592163270.528,7228592163270.516,7228592163270.517,7228592163270.527,7228592163270.519,7228592163270.515,7228592163270.516,7228592163270.517,7228592163270.528,7228592163270.531,7228592163270.532,7228592163270.52,7228592163270.517,7228592163270.522,7228592163270.523,7228592163270.527
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1555076372410.2634,1555076372410.263,1555076372410.2625,1555076372410.2659,1555076372410.2627,1555076372410.2634,1555076372410.263,1555076372410.2646,1555076372410.2627,1555076372410.2654,1555076372410.2637,1555076372410.264,1555076372410.264,1555076372410.265,1555076372410.265,1555076372410.264,1555076372410.2634,1555076372410.2646,1555076372410.264,1555076372410.2634,1555076372410.2656,1555076372410.2634,1555076372410.2678,1555076372410.2688,1555076372411.2769,1555076372410.275,1555076372410.2644,1555076372410.2644,1555076372410.2634,1555076372410.2644,1555076372410.2646,1555076372410.264,1555076372410.2651,1555076372410.2632,1555076372410.2634,1555076372410.2625,1555076372410.2634,1555076372410.268,1555076372410.2664,1555076372410.2637,1555076372410.2644,1555076372410.264,1555076372410.2664,1555076372410.264,1555076372410.2654,1555076372410.2646,1555076372410.2637,1555076372410.267,1555076372410.2644,1555076372410.2637
AUT Construction,60491969360648.83,60491969360648.83,60491969360648.79,60491969360649.016,60491969360648.77,60491969360648.78,60491969360648.83,60491969360648.82,60491969360648.75,60491969360649.01,60491969360648.805,60491969360648.79,60491969360648.78,60491969360648.84,60491969360648.96,60491969360648.85,60491969360648.805,60491969360648.84,60491969360648.82,60491969360648.79,60491969360648.836,60491969360648.805,60491969360649.1,60491969360649.06,60491969360648.8,60491969360650.414,60491969360648.805,60491969360648.836,60491969360648.79,60491969360648.89,60491969360648.83,60491969360648.836,60491969360648.88,60491969360648.79,60491969360648.82,60491969360648.766,60491969360648.79,60491969360648.95,60491969360648.82,60491969360648.77,60491969360648.805,60491969360648.766,60491969360648.97,60491969360648.79,60491969360648.805,60491969360648.914,60491969360648.78,60491969360648.79,60491969360648.805,60491969360648.78
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,10124356978573.262,10124356978573.338,10124356978573.281,10124356978573.26,10124356978573.26,10124356978573.25,10124356978573.283,10124356978573.264,10124356978573.264,10124356978573.258,10124356978573.262,10124356978573.25,10124356978573.248,10124356978573.266,10124356978573.258,10124356978573.254,10124356978573.242,10124356978573.252,10124356978573.248,10124356978573.252,10124356978573.246,10124356978573.258,10124356978573.258,10124356978573.252,10124356978573.266,10124356978573.248,10124356978574.248,10124356978573.258,10124356978573.266,10124356978573.357,10124356978573.277,10124356978573.254,10124356978573.273,10124356978573.283,10124356978573.25,10124356978573.254,10124356978573.25,10124356978573.271,10124356978573.25,10124356978573.242,10124356978573.246,10124356978573.244,10124356978573.248,10124356978573.244,10124356978573.256,10124356978573.246,10124356978573.248,10124356978573.256,10124356978573.256,10124356978573.262
