Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
AUT Manufacture of chemicals and chemical products ,11251812180381.15,11251812180381.139,11251812180381.11,11251812180381.102,11251812180381.121,11251812180381.123,11251812180381.12,11251812180381.17,11251812180381.178,11251812180381.113,11251812180382.354,11251812180381.219,11251812180381.447,11251812180381.133,11251812180381.1,11251812180381.104,11251812180381.123,11251812180381.133,11251812180381.096,11251812180381.113,11251812180381.113,11251812180381.123,11251812180381.094,11251812180381.139,11251812180381.09,11251812180381.11,11251812180381.1,11251812180381.084,11251812180381.09,11251812180381.096,11251812180381.078,11251812180381.1,11251812180381.082,11251812180381.086,11251812180381.094,11251812180381.1,11251812180381.092,11251812180381.084,11251812180381.082,11251812180381.068,11251812180381.074,11251812180381.072,11251812180381.078,11251812180381.076,11251812180381.086,11251812180381.084,11251812180381.086,11251812180381.105,11251812180381.11,11251812180381.12
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,2397814632593.5576,2397814632593.524,2397814632593.519,2397814632593.5127,2397814632593.5327,2397814632593.5234,2397814632593.514,2397814632593.52,2397814632593.515,2397814632593.5117,2397814632593.5186,2397814632594.6304,2397814632593.52,2397814632593.5127,2397814632593.5117,2397814632593.5103,2397814632593.511,2397814632593.511,2397814632593.51,2397814632593.511,2397814632593.5107,2397814632593.512,2397814632593.51,2397814632593.511,2397814632593.5093,2397814632593.5103,2397814632593.5103,2397814632593.511,2397814632593.514,2397814632593.5103,2397814632593.5117,2397814632593.5117,2397814632593.51,2397814632593.51,2397814632593.518,2397814632593.513,2397814632593.5146,2397814632593.5103,2397814632593.5103,2397814632593.509,2397814632593.5103,2397814632593.5093,2397814632593.5093,2397814632593.51,2397814632593.5103,2397814632593.5093,2397814632593.515,2397814632593.543,2397814632593.539,2397814632593.5127
AUT Manufacture of rubber and plastic products,7618991493812.566,7618991493812.567,7618991493812.576,7618991493812.563,7618991493812.584,7618991493812.588,7618991493812.58,7618991493812.609,7618991493812.685,7618991493812.563,7618991493812.617,7618991493812.604,7618991493813.651,7618991493812.575,7618991493812.5625,7618991493812.566,7618991493812.597,7618991493812.582,7618991493812.577,7618991493812.613,7618991493812.587,7618991493812.613,7618991493812.564,7618991493812.576,7618991493812.5625,7618991493812.585,7618991493812.591,7618991493812.566,7618991493812.567,7618991493812.576,7618991493812.561,7618991493812.571,7618991493812.5625,7618991493812.576,7618991493812.567,7618991493812.58,7618991493812.566,7618991493812.569,7618991493812.561,7618991493812.554,7618991493812.557,7618991493812.555,7618991493812.56,7618991493812.556,7618991493812.559,7618991493812.566,7618991493812.565,7618991493812.569,7618991493812.571,7618991493812.569
AUT Manufacture of other non-metallic mineral products,7609961200964.512,7609961200964.536,7609961200964.514,7609961200964.521,7609961200964.518,7609961200964.513,7609961200964.533,7609961200964.51,7609961200964.51,7609961200964.5205,7609961200964.526,7609961200964.525,7609961200964.525,7609961200965.824,7609961200964.522,7609961200964.542,7609961200964.521,7609961200964.528,7609961200964.521,7609961200964.532,7609961200964.526,7609961200964.533,7609961200964.538,7609961200964.549,7609961200964.509,7609961200964.617,7609961200964.522,7609961200964.51,7609961200964.509,7609961200964.517,7609961200964.506,7609961200964.513,7609961200964.513,7609961200964.505,7609961200964.512,7609961200964.506,7609961200964.505,7609961200964.513,7609961200964.505,7609961200964.5,7609961200964.504,7609961200964.502,7609961200964.519,7609961200964.504,7609961200964.504,7609961200964.517,7609961200964.504,7609961200964.51,7609961200964.514,7609961200964.509
AUT Manufacture of basic metals,20912176690895.496,20912176690895.535,20912176690895.55,20912176690895.555,20912176690895.496,20912176690895.53,20912176690895.555,20912176690895.51,20912176690895.52,20912176690895.54,20912176690895.53,20912176690895.504,20912176690895.55,20912176690895.57,20912176690896.785,20912176690896.1,20912176690895.773,20912176690895.992,20912176690895.91,20912176690895.746,20912176690895.85,20912176690895.797,20912176690895.54,20912176690895.56,20912176690895.496,20912176690895.613,20912176690895.594,20912176690895.516,20912176690895.496,20912176690895.543,20912176690895.51,20912176690895.547,20912176690895.504,20912176690895.51,20912176690895.49,20912176690895.492,20912176690895.5,20912176690895.51,20912176690895.492,20912176690895.477,20912176690895.477,20912176690895.48,20912176690895.5,20912176690895.49,20912176690895.49,20912176690895.508,20912176690895.5,20912176690895.504,20912176690895.535,20912176690895.5
"AUT Manufacture of fabricated metal products, except machinery and equipment",12938113141906.55,12938113141906.588,12938113141906.6,12938113141906.594,12938113141906.553,12938113141906.564,12938113141906.602,12938113141906.562,12938113141906.553,12938113141906.582,12938113141906.574,12938113141906.555,12938113141906.588,12938113141906.613,12938113141906.6,12938113141907.723,12938113141906.59,12938113141906.64,12938113141906.7,12938113141906.605,12938113141906.69,12938113141906.627,12938113141906.574,12938113141906.62,12938113141906.55,12938113141906.64,12938113141906.574,12938113141906.549,12938113141906.55,12938113141906.578,12938113141906.553,12938113141906.57,12938113141906.553,12938113141906.566,12938113141906.549,12938113141906.545,12938113141906.55,12938113141906.557,12938113141906.545,12938113141906.537,12938113141906.537,12938113141906.541,12938113141906.555,12938113141906.545,12938113141906.541,12938113141906.557,12938113141906.555,12938113141906.555,12938113141906.566,12938113141906.557
"AUT Manufacture of computer, electronic and optical products",2686684432256.0312,2686684432256.034,2686684432256.0356,2686684432256.034,2686684432256.031,2686684432256.0347,2686684432256.0317,2686684432256.0317,2686684432256.0347,2686684432256.0327,2686684432256.033,2686684432256.034,2686684432256.0337,2686684432256.0337,2686684432256.033,2686684432256.0337,2686684432257.065,2686684432256.0474,2686684432256.0435,2686684432256.0366,2686684432256.0547,2686684432256.0337,2686684432256.035,2686684432256.036,2686684432256.035,2686684432256.0347,2686684432256.0386,2686684432256.0337,2686684432256.034,2686684432256.0356,2686684432256.0347,2686684432256.037,2686684432256.036,2686684432256.0405,2686684432256.031,2686684432256.0356,2686684432256.0415,2686684432256.0425,2686684432256.0376,2686684432256.0337,2686684432256.035,2686684432256.0347,2686684432256.0337,2686684432256.0356,2686684432256.034,2686684432256.035,2686684432256.04,2686684432256.048,2686684432256.04,2686684432256.0356
AUT Manufacture of electrical equipment,2600259470435.5605,2600259470435.5645,2600259470435.569,2600259470435.563,2600259470435.5596,2600259470435.563,2600259470435.5625,2600259470435.564,2600259470435.5625,2600259470435.5625,2600259470435.5625,2600259470435.56,2600259470435.564,2600259470435.5635,2600259470435.564,2600259470435.564,2600259470435.5854,2600259470436.6216,2600259470435.5933,2600259470435.5664,2600259470435.5854,2600259470435.5635,2600259470435.58,2600259470435.565,2600259470435.5605,2600259470435.5684,2600259470435.57,2600259470435.56,2600259470435.5605,2600259470435.5654,2600259470435.561,2600259470435.5645,2600259470435.562,2600259470435.566,2600259470435.5596,2600259470435.5605,2600259470435.565,2600259470435.57,2600259470435.562,2600259470435.559,2600259470435.5596,2600259470435.56,2600259470435.5605,2600259470435.561,2600259470435.5596,2600259470435.5625,2600259470435.561,2600259470435.563,2600259470435.5674,2600259470435.562
AUT Manufacture of machinery and equipment n.e.c.,4349841393220.572,4349841393220.6035,4349841393220.6025,4349841393220.585,4349841393220.5703,4349841393220.5737,4349841393220.581,4349841393220.5713,4349841393220.5737,4349841393220.5815,4349841393220.573,4349841393220.57,4349841393220.5728,4349841393220.5767,4349841393220.5815,4349841393220.581,4349841393220.583,4349841393220.592,4349841393221.608,4349841393220.5825,4349841393220.601,4349841393220.577,4349841393220.575,4349841393220.576,4349841393220.5703,4349841393220.574,4349841393220.5957,4349841393220.5674,4349841393220.57,4349841393220.5757,4349841393220.5703,4349841393220.575,4349841393220.5703,4349841393220.5713,4349841393220.567,4349841393220.5693,4349841393220.571,4349841393220.5713,4349841393220.57,4349841393220.566,4349841393220.5664,4349841393220.5684,4349841393220.5684,4349841393220.57,4349841393220.569,4349841393220.5693,4349841393220.5693,4349841393220.5713,4349841393220.58,4349841393220.5703
"AUT Manufacture of motor vehicles, trailers and semi-trailers",6861751693284.449,6861751693284.473,6861751693284.467,6861751693284.449,6861751693284.45,6861751693284.451,6861751693284.46,6861751693284.447,6861751693284.453,6861751693284.445,6861751693284.451,6861751693284.447,6861751693284.447,6861751693284.456,6861751693284.449,6861751693284.449,6861751693284.447,6861751693284.453,6861751693284.451,6861751693285.718,6861751693284.449,6861751693284.458,6861751693284.449,6861751693284.449,6861751693284.451,6861751693284.447,6861751693284.784,6861751693284.451,6861751693284.454,6861751693284.522,6861751693284.458,6861751693284.458,6861751693284.47,6861751693284.464,6861751693284.441,6861751693284.447,6861751693284.445,6861751693284.458,6861751693284.445,6861751693284.441,6861751693284.442,6861751693284.442,6861751693284.442,6861751693284.442,6861751693284.445,6861751693284.45,6861751693284.446,6861751693284.446,6861751693284.453,6861751693284.447
AUT Manufacture of other transport equipment,4673986465794.811,4673986465794.81,4673986465794.832,4673986465794.814,4673986465794.811,4673986465794.8125,4673986465794.812,4673986465794.812,4673986465794.814,4673986465794.813,4673986465794.814,4673986465794.814,4673986465794.8125,4673986465794.814,4673986465794.814,4673986465794.8125,4673986465794.813,4673986465794.813,4673986465794.814,4673986465794.816,4673986465795.88,4673986465794.811,4673986465794.812,4673986465794.8125,4673986465794.811,4673986465794.81,4673986465794.815,4673986465794.815,4673986465794.8125,4673986465794.833,4673986465794.869,4673986465794.918,4673986465794.823,4673986465794.82,4673986465794.808,4673986465794.813,4673986465794.8125,4673986465794.815,4673986465794.816,4673986465794.812,4673986465794.8125,4673986465794.814,4673986465794.812,4673986465794.816,4673986465794.814,4673986465794.82,4673986465794.8125,4673986465794.811,4673986465794.813,4673986465794.812
AUT Manufacture of furniture; other manufacturing,2146482168276.6025,2146482168276.6055,2146482168276.6072,2146482168276.604,2146482168276.6025,2146482168276.6135,2146482168276.615,2146482168276.6052,2146482168276.6052,2146482168276.6033,2146482168276.6052,2146482168276.604,2146482168276.6064,2146482168276.6047,2146482168276.6055,2146482168276.6086,2146482168276.6047,2146482168276.6064,2146482168276.6064,2146482168276.6187,2146482168276.6094,2146482168277.6538,2146482168276.6042,2146482168276.6062,2146482168276.6047,2146482168276.6094,2146482168276.6113,2146482168276.6038,2146482168276.6042,2146482168276.6052,2146482168276.602,2146482168276.6042,2146482168276.603,2146482168276.6045,2146482168276.6047,2146482168276.604,2146482168276.6099,2146482168276.6042,2146482168276.6033,2146482168276.601,2146482168276.6025,2146482168276.602,2146482168276.6025,2146482168276.6028,2146482168276.602,2146482168276.6042,2146482168276.6177,2146482168276.6116,2146482168276.6187,2146482168276.6062
"AUT Electricity, gas, steam and air conditioning supply",26447375071211.477,26447375071211.477,26447375071211.48,26447375071211.53,26447375071211.49,26447375071211.496,26447375071211.508,26447375071211.566,26447375071211.51,26447375071211.543,26447375071211.57,26447375071211.523,26447375071211.555,26447375071211.613,26447375071211.656,26447375071211.574,26447375071211.54,26447375071211.55,26447375071211.523,26447375071211.527,26447375071211.535,26447375071211.53,26447375071213.28,26447375071211.594,26447375071211.477,26447375071211.504,26447375071211.504,26447375071211.473,26447375071211.492,26447375071211.5,26447375071211.477,26447375071211.496,26447375071211.496,26447375071211.47,26447375071211.508,26447375071211.48,26447375071211.477,26447375071211.484,26447375071211.457,26447375071211.438,26447375071211.45,26447375071211.45,26447375071211.47,26447375071211.465,26447375071211.48,26447375071211.516,26447375071211.5,26447375071211.49,26447375071211.48,26447375071211.484
"AUT Water collection, treatment and supply",7325546014054.395,7325546014054.367,7325546014054.368,7325546014054.365,7325546014054.381,7325546014054.375,7325546014054.363,7325546014054.375,7325546014054.366,7325546014054.366,7325546014054.374,7325546014054.379,7325546014054.368,7325546014054.367,7325546014054.365,7325546014054.361,7325546014054.365,7325546014054.363,7325546014054.363,7325546014054.37,7325546014054.36,7325546014054.36,7325546014054.375,7325546014055.522,7325546014054.382,7325546014054.368,7325546014054.372,7325546014054.362,7325546014054.366,7325546014054.37,7325546014054.362,7325546014054.368,7325546014054.376,7325546014054.36,7325546014054.374,7325546014054.368,7325546014054.366,7325546014054.377,7325546014054.367,7325546014054.361,7325546014054.366,7325546014054.367,7325546014054.372,7325546014054.38,7325546014054.377,7325546014054.37,7325546014054.362,7325546014054.372,7325546014054.37,7325546014054.375
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",2107147937298.7988,2107147937298.797,2107147937298.7976,2107147937298.7996,2107147937298.7979,2107147937298.799,2107147937298.7976,2107147937298.7986,2107147937298.7988,2107147937298.7988,2107147937298.7996,2107147937298.7993,2107147937298.7996,2107147937298.8005,2107147937298.7993,2107147937298.799,2107147937298.799,2107147937298.7996,2107147937298.7986,2107147937298.799,2107147937298.801,2107147937298.7986,2107147937298.8035,2107147937298.804,2107147937299.8218,2107147937298.8079,2107147937298.7988,2107147937298.8,2107147937298.799,2107147937298.7998,2107147937298.8,2107147937298.8005,2107147937298.8015,2107147937298.7979,2107147937298.798,2107147937298.799,2107147937298.7988,2107147937298.807,2107147937298.805,2107147937298.7996,2107147937298.8005,2107147937298.801,2107147937298.8022,2107147937298.8005,2107147937298.802,2107147937298.8008,2107147937298.799,2107147937298.8032,2107147937298.7996,2107147937298.7993
AUT Construction,66195246789557.33,66195246789557.305,66195246789557.305,66195246789557.484,66195246789557.27,66195246789557.305,66195246789557.34,66195246789557.29,66195246789557.29,66195246789557.46,66195246789557.33,66195246789557.27,66195246789557.305,66195246789557.33,66195246789557.445,66195246789557.34,66195246789557.32,66195246789557.33,66195246789557.305,66195246789557.32,66195246789557.32,66195246789557.32,66195246789557.6,66195246789557.586,66195246789557.29,66195246789558.98,66195246789557.27,66195246789557.34,66195246789557.32,66195246789557.4,66195246789557.305,66195246789557.39,66195246789557.4,66195246789557.29,66195246789557.29,66195246789557.29,66195246789557.29,66195246789557.43,66195246789557.33,66195246789557.27,66195246789557.29,66195246789557.29,66195246789557.484,66195246789557.29,66195246789557.305,66195246789557.445,66195246789557.26,66195246789557.27,66195246789557.305,66195246789557.27
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,9552710069901.945,9552710069902.006,9552710069901.96,9552710069901.94,9552710069901.943,9552710069901.94,9552710069901.965,9552710069901.938,9552710069901.95,9552710069901.936,9552710069901.95,9552710069901.94,9552710069901.936,9552710069901.945,9552710069901.94,9552710069901.936,9552710069901.93,9552710069901.934,9552710069901.932,9552710069901.941,9552710069901.932,9552710069901.945,9552710069901.941,9552710069901.94,9552710069901.955,9552710069901.938,9552710069902.932,9552710069901.941,9552710069901.945,9552710069902.045,9552710069901.953,9552710069901.941,9552710069901.951,9552710069901.967,9552710069901.932,9552710069901.94,9552710069901.934,9552710069901.951,9552710069901.938,9552710069901.926,9552710069901.93,9552710069901.93,9552710069901.928,9552710069901.928,9552710069901.936,9552710069901.934,9552710069901.93,9552710069901.938,9552710069901.938,9552710069901.94
